FACILITY NAME,PERMIT ID,URL TO PERMIT TEXT,FACILITY LOCATION,FACILITY CITY,FACILITY STATE,FACILITY ZIP,ISSUE DATE,EXPIRE DATE,Location
TKM MATERIALS,3-3342-00238/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/333420023800001.pdf,350 NEELYTOWN ROAD|GYPSUM RECYCLING FACILITY,MONTGOMERY,NY,12549,05/23/2001,,
RUSSIN LUMBER CORP,3-3342-00271/00005,http://www.dec.ny.gov/dardata/boss/afs/permits/333420027100005.pdf,160 BRACKEN RD,MONTGOMERY,NY,12549,01/06/2015,01/05/2025,
CEDAR HILL CEMETERY ASSOCIATION,3-3346-00010/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/333460001000003.pdf,5468 ROUTE 9W NORTH,NEWBURGH,NY,12550,05/15/2000,,
TILCON NEW YORK - NEWBURGH ASPHALT PLANT,3-3348-00102/00005,http://www.dec.ny.gov/dardata/boss/afs/permits/333480010200005.pdf,50 RUSCITTI RD,NEW WINDSOR,NY,12550,10/29/2001,,
JOINTA LIME CO TEMPORARY ASPHALT PLANT,3-3348-00278/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/333480027800001.pdf,20 WORLD TRADE WAY,NEW WINDSOR,NY,12553,06/24/2013,06/23/2017,
CHROMALLOY MIDDLETOWN,3-3352-00142/00025,http://www.dec.ny.gov/dardata/boss/afs/permits/333520014200025_r1.pdf,105 TOWER DR,MIDDLETOWN,NY,10941,11/08/2013,11/07/2023,
REVERE SMELTING & REFINING CORP,3-3352-00145/00062,http://www.dec.ny.gov/dardata/boss/afs/permits/333520014500062.pdf,65 BALLARD RD,MIDDLETOWN,NY,10941,06/19/2014,06/18/2024,
ADVANCED COATING TECHNOLOGIES,3-3352-00182/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/333520018200003.pdf,109 TOWER DR,WALLKILL,NY,12589,03/26/2015,03/25/2025,
PRESIDENT CONTAINER GROUP II,3-3352-00227/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/333520022700003.pdf,290 BALLARD RD,MIDDLETOWN,NY,10941,08/21/2012,01/05/2022,
PHILLIPSBURG FACILITY,3-3352-00291/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/333520029100002.pdf,63 CEMETERY RD,WALLKILL,NY,,04/02/2007,,
ORANGE REGIONAL MEDICAL CENTER,3-3352-00326/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/333520032600002_r1.pdf,707 EAST MAIN ST,MIDDLETOWN,NY,10940,01/06/2015,01/05/2025,
ADVANCED COATING TECHNOLOGIES,3-3352-00334/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/333520033400001.pdf,60 TURNER RD STE A,MIDDLETOWN,NY,10941,06/21/2010,06/20/2020,
ADVANCED COATING TECHNOLOGIES,3-3352-00371/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/333520037100002.pdf,225 TOWER DR,MIDDLETOWN,NY,10941,06/05/2015,06/04/2025,
ZIRCAR CERAMICS INC,3-3354-00092/00011,http://www.dec.ny.gov/dardata/boss/afs/permits/333540009200011.pdf,110 NORTH MAIN ST,FLORIDA,NY,10921,05/22/2002,,
ZIRCAR ZIRCONIA INC,3-3354-00483/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/333540048300001.pdf,87 MEADOW RD,FLORIDA,NY,10921,06/04/2001,,
CPV VALLEY ENERGY CENTER,3-3356-00136/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/333560013600001.pdf,"US RTE 6 , RTE 17 AND INTERSTATE 84",MIDDLETOWN,NY,,08/01/2013,07/31/2018,
HIGHLAND STONE,3-3358-00003/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/333580000300003.pdf,911 RT 32,HIGHLAND MILLS,NY,10930,12/16/2002,,
PECKHAM BLACKTOP-CARMEL,3-3720-00028/00011,http://www.dec.ny.gov/dardata/boss/afs/permits/337200002800011.pdf,1181 US RTE 6,CARMEL,NY,12563,02/15/2007,,
PECKHAM-BURDICK ROAD ASPHALT PLANT,3-3724-00018/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/337240001800007_r1.pdf,BURDICK RD,PATTERSON,NY,12563,09/02/2014,09/01/2024,
HIPOTRONICS INC,3-3730-00022/02001,http://www.dec.ny.gov/dardata/boss/afs/permits/337300002202001_r1.pdf,1650 ST RTE 22 N,BREWSTER,NY,10509,04/07/2015,04/06/2025,
DUNMORE CORPORATION,3-3730-00082/02002,http://www.dec.ny.gov/dardata/boss/afs/permits/337300008202002.pdf,3633 DANBURY RD,BREWSTER,NY,10509,05/29/2007,,
WEST NYACK ASPHALT PLANT,3-3920-00028/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/339200002800003.pdf,CRUSHER RD,WEST NYACK,NY,10960,04/18/2005,,
ROCKLAND BAKERY,3-3920-00257/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/339200025700003.pdf,94 DEMAREST MILL RD,NANUET,NY,10954,05/01/2006,,
BOWLINE GENERATING STATION,3-3922-00003/00013,http://www.dec.ny.gov/dardata/boss/afs/permits/339220000300013.pdf,140 SAMSONDALE AVE,WEST HAVERSTRAW,NY,10993,03/22/2002,,
TILCON QUARRIES HAVERSTRAW PLANT,3-3922-00018/00033,http://www.dec.ny.gov/dardata/boss/afs/permits/339220001800033_r1.pdf,362 SCRATCHUP RD,HAVERSTRAW,NY,10994,04/20/2015,04/19/2025,
BARR LABORATORIES,3-3922-00062/02002,http://www.dec.ny.gov/dardata/boss/afs/permits/339220006202002.pdf,223 QUAKER RD,POMONA,NY,10970,04/05/2005,,
HELEN HAYES HOSPITAL,3-3922-00072/00006,http://www.dec.ny.gov/dardata/boss/afs/permits/339220007200006_r1.pdf,US RTE 9W - W SIDE - AT SOUTHERN VILLAGE LINE,WEST HAVERSTRAW,NY,,09/09/2014,09/08/2024,
HI TOR ANIMAL SHELTER,3-3922-00097/00004,http://www.dec.ny.gov/dardata/boss/afs/permits/339220009700004.pdf,65 FIREMEN'S MEMORIAL DR,POMONA,NY,10970,01/30/2009,,
RAMAPO METERING STATION,3-3922-00204/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/339220020400001.pdf,26 SKY MEADOW RD,HAVERSTRAW,NY,10927,02/12/2007,05/20/2016,
NYACK HOSPITAL,3-3924-00035/00013,http://www.dec.ny.gov/dardata/boss/afs/permits/339240003500013.pdf,160 NORTH MIDLAND AVE,NYACK,NY,10960,02/01/2005,,
CHROMALLOY NEW YORK,3-3924-00074/00177,http://www.dec.ny.gov/dardata/boss/afs/permits/339240007400177.pdf,330 BLAISDELL RD,ORANGEBURG,NY,10962,12/14/2009,06/16/2019,
NICE-PAK PRODUCTS,3-3924-00093/00016,http://www.dec.ny.gov/dardata/boss/afs/permits/339240009300016_r1.pdf,2 NICE-PAK PARK,ORANGEBURG,NY,10962,03/17/2015,03/16/2025,
ROCKLAND PSYCHIATRIC CENTER,3-3924-00178/00018,http://www.dec.ny.gov/dardata/boss/afs/permits/339240017800018.pdf,140 OLD ORANGEBURG RD,ORANGEBURG,NY,10962,04/06/2015,04/05/2025,
ALUF PLASTICS DIVISION,3-3924-00190/00006,http://www.dec.ny.gov/dardata/boss/afs/permits/339240019000006.pdf,2 GLENSHAW ST,ORANGEBURG,NY,10962,01/29/2013,,
GLORIOUS SUN ROBERT MARTIN,3-3924-00219/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/339240021900003.pdf,1 BLUE HILL PLAZA #1553,PEARL RIVER,NY,10965,04/20/2015,04/19/2025,
BLOOMBERG LP,3-3924-00434/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/339240043400002.pdf,155 CORPORATE DR,ORANGEBURG,NY,,10/04/2013,10/03/2023,
NOVARTIS -SUFFERN PLANT,3-3926-00013/00291,http://www.dec.ny.gov/dardata/boss/afs/permits/339260001300291.pdf,25 OLD MILL RD,SUFFERN,NY,10901,09/16/2009,,
AVON PRODUCTS,3-3926-00184/00047,http://www.dec.ny.gov/dardata/boss/afs/permits/339260018400047_r1.pdf,1 AVON PL,SUFFERN,NY,10901,03/11/2015,03/10/2025,
LIGHTING SERVICES,3-3928-00009/00004,http://www.dec.ny.gov/dardata/boss/afs/permits/339280000900004.pdf,2 KAY FRIES DR,STONY POINT,NY,10980,07/26/1999,,
GOTHAM INK CORPORATION,3-3928-00044/00043,http://www.dec.ny.gov/dardata/boss/afs/permits/339280004400043.pdf,19 KAY FRIES DR,STONY POINT,NY,10980,11/21/2005,,
WOODBOURNE CORRECTIONAL FACILITY,3-4828-00139/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/348280013900007_r1.pdf,99 PRISON RD,WOODBOURNE,NY,12788,06/25/2013,06/24/2023,
DEDECO INTERNATIONAL,3-4832-00003/00025,http://www.dec.ny.gov/dardata/boss/afs/permits/348320000300025.pdf,11617 ST RTE 97,LONG EDDY,NY,12760,02/13/2003,,
LIBERTY ASPHALT PLANT #75,3-4836-00032/00009,http://www.dec.ny.gov/dardata/boss/afs/permits/348360003200009.pdf,SHEEHAN RD,LIBERTY,NY,12754,06/05/2009,,
COMPANION MEMORIAL CREMATORIUM,3-4836-00244/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/348360024400001_r1.pdf,667 HARRIS RD,FERNDALE,NY,12734,09/09/2014,09/08/2024,
JML QUARRIES MASTEN LAKE PLANT,3-4840-00024/00008,http://www.dec.ny.gov/dardata/boss/afs/permits/348400002400008.pdf,CO RTE 56 (MASTEN LAKE RD),MAMAKATING,NY,12790,11/19/2001,,
PHILIPSPORT MINE,3-4840-00128/00005,http://www.dec.ny.gov/dardata/boss/afs/permits/348400012800005.pdf,PHILLIPSPORT RD,MAMAKATING,NY,,08/22/2000,,
RIVER VIEW CEMETERY ASSOCIATION INC & CREMATORY,3-4844-00327/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/348440032700001.pdf,7 PUNCH BOWL RD,ROSCOE,NY,12276,05/07/2008,,
BRIDGEVILLE QUARRY,3-4846-00007/00017,http://www.dec.ny.gov/dardata/boss/afs/permits/348460000700017.pdf,158 SULLIVAN RD,BRIDGEVILLE,NY,12701,08/01/2003,,
MONTICELLO BLACK TOP CORP,3-4846-00054/02001,http://www.dec.ny.gov/dardata/boss/afs/permits/348460005402001.pdf,PATIO DR,THOMPSONVILLE,NY,12784,08/04/2010,,
MONGAUP VALLEY QUARRY (SLATE HILL S&G),3-4846-00120/00017,http://www.dec.ny.gov/dardata/boss/afs/permits/348460012000017.pdf,STARLIGHT RD & ST RTE 17B,THOMPSON,NY,12784,05/23/2000,,
DYNO NOBEL INC,3-5122-00042/00165,http://www.dec.ny.gov/dardata/boss/afs/permits/351220004200165.pdf,161 ULSTER AVE,ULSTER PARK,NY,12487,09/03/2004,,
CALLANAN INDUSTRIES PORT EWEN FACILITY,3-5122-00046/00009,http://www.dec.ny.gov/dardata/boss/afs/permits/351220004600009.pdf,325 NEW SALEM RD,PORT EWEN,NY,12466,04/22/2008,,
SUNY AT NEW PALTZ,3-5138-00024/00012,http://www.dec.ny.gov/dardata/boss/afs/permits/351380002400012_r1.pdf,75 S MANHEIM BLVD,NEW PALTZ,NY,12561,06/26/2015,06/25/2025,
ROCK MOUNTAIN FARMS MINE,3-5144-00065/00011,http://www.dec.ny.gov/dardata/boss/afs/permits/351440006500011_r1.pdf,QUEENS HIGHWAY,ACCORD,NY,12404,05/06/2010,,
DE LUXE PACKAGING CORPORATION,3-5148-00136/02002,http://www.dec.ny.gov/dardata/boss/afs/permits/351480013602002.pdf,63 NORTH ST,SAUGERTIES,NY,12477,06/25/2013,06/24/2023,
FAIR-RITE PRODUCTS CORP,3-5152-00004/00035,http://www.dec.ny.gov/dardata/boss/afs/permits/351520000400035_r1.pdf,1 COMMERCIAL ROW,WALLKILL,NY,12589,01/15/2014,01/14/2024,
WALLKILL/SHAWANGUNK CORRECTIONAL FACILITY,3-5152-00100/00011,http://www.dec.ny.gov/dardata/boss/afs/permits/351520010000011_r1.pdf,50 MCKENDRICK RD & 200 QUICK RD,WALLKILL,NY,12589,01/06/2015,01/05/2025,
CALLANAN-EAST KINGSTON QUARRY & ASPHALT,3-5154-00133/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/351540013300003.pdf,677 FLATBUSH RD (ST RTE 32) - E SIDE,EAST KINGSTON,NY,12401,11/28/2001,,
NYS EASTERN/ULSTER CORRECTIONAL FACILITY,3-5156-00053/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/351560005300007.pdf,INSTITUTION RD,NAPANOCH,NY,12458,07/13/2000,,
AMETEK ROTRON,3-5158-00043/00065,http://www.dec.ny.gov/dardata/boss/afs/permits/351580004300065_r1.pdf,55 HASBROUCK LN,WOODSTOCK,NY,12498,06/17/2014,06/16/2024,
MOUNT VERNON TERMINAL,3-5508-00002/00015,http://www.dec.ny.gov/dardata/boss/afs/permits/355080000200015.pdf,40 CANAL ST,MOUNT VERNON,NY,10550,08/07/2001,,
RCA ASPHALT,3-5508-00133/00005,http://www.dec.ny.gov/dardata/boss/afs/permits/355080013300005.pdf,7 EDISON AVE,MT VERNON,NY,10550,06/14/2007,,
CANAL ASPHALT,3-5508-00247/00009,http://www.dec.ny.gov/dardata/boss/afs/permits/355080024700009.pdf,800 CANAL ST,MT VERNON,NY,,02/10/2005,,
METAL MAN RESTORATION,3-5508-00325/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/355080032500001.pdf,254 E THIRD ST,MT VERNON,NY,10550,03/23/2006,,
UNITEX,3-5508-01143/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/355080114300002.pdf,401 S MACQUESTEN PKWY,MOUNT VERNON,NY,10550,03/26/2010,,
WHITE PLAINS HOSPITAL MEDICAL CTR,3-5517-00101/00005,http://www.dec.ny.gov/dardata/boss/afs/permits/355170010100005_r1.pdf,DAVIS AVE & E POST RD,WHITE PLAINS,NY,10601,09/18/2014,09/17/2024,
GATEWAY CENTER,3-5517-00289/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/355170028900002.pdf,1 NORTH LEXINGTON AVE,WHITE PLAINS,NY,10601,04/11/2013,04/10/2023,
WHITE PLAINS RURAL CEMETERY ASSOC,3-5517-00363/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/355170036300001.pdf,167 N BROADWAY,WHITE PLAINS,NY,10603,10/09/2014,10/08/2024,
ST JOSEPH MEDICAL CENTER,3-5518-00474/02001,http://www.dec.ny.gov/dardata/boss/afs/permits/355180047402001.pdf,127 S BROADWAY,YONKERS,NY,10701,02/17/2004,,
BEDFORD HILLS CORRECTIONAL FACILITY,3-5520-00007/00009,http://www.dec.ny.gov/dardata/boss/afs/permits/355200000700009.pdf,247 HARRIS RD,BEDFORD HILLS,NY,10507,06/11/2012,,
PECKHAM MATERIALS-BEDFORD,3-5520-00045/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/355200004500007.pdf,HARRIS RD,BEDFORD HILLS,NY,10507,10/02/2006,,
INDIAN POINT 2 LLC AND INDIAN POINT 3 LLC,3-5522-00011/00026,http://www.dec.ny.gov/dardata/boss/afs/permits/355220001100026_r1.pdf,450 BROADWAY,BUCHANAN,NY,10511,11/21/2014,11/20/2024,
VA HUDSON VALLEY HEALTH CARE SYSTEM,3-5522-00062/00005,http://www.dec.ny.gov/dardata/boss/afs/permits/355220006200005_r1.pdf,2094 ALBANY POST RD & ST RTE 9A,MONTROSE,NY,10548,03/11/2015,03/10/2025,
PECKHAM MATERIALS CORP,3-5522-00071/00033,http://www.dec.ny.gov/dardata/boss/afs/permits/355220007100033_r1.pdf,2097 ALBANY POST RD (ST RTE 9A),MONTROSE,NY,10548,06/26/2014,06/25/2024,
METRO-NORTH RAILROAD  HARMON YARD,3-5522-00074/02001,http://www.dec.ny.gov/dardata/boss/afs/permits/355220007402001.pdf,1 CROTON POINT AVE,CROTON-ON-HUDSON,NY,10520,09/09/2009,,
HUDSON VALLEY HOSPITAL CENTER,3-5522-00273/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/355220027300002_r1.pdf,1980 CROMPOND RD,CORTLANDT MANOR,NY,10567,06/02/2014,06/01/2024,
FERNCLIFF CEMETERY ASSOC,3-5526-00036/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/355260003600007_r1.pdf,280 SECOR RD,HARTSDALE,NY,10530,05/19/2014,05/18/2024,
MONTEFIORE MEDICAL CENTER,3-5526-00038/00021,http://www.dec.ny.gov/dardata/boss/afs/permits/355260003800021_r1.pdf,555 S BROADWAY,TARRYTOWN,NY,10591,07/10/2013,07/09/2023,
MARYMOUNT COLLEGE,3-5526-00064/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/355260006400007.pdf,100 MARYMOUNT AVE,TARRYTOWN,NY,10591,05/28/2003,,
COCA COLA REFRESHMENTS USA,3-5526-00224/00021,http://www.dec.ny.gov/dardata/boss/afs/permits/355260022400021.pdf,111 FAIRVIEW PARK DR,ELMSFORD,NY,10523,03/20/2007,,
SUNY AT PURCHASE,3-5528-00033/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/355280003300001.pdf,735 ANDERSON HILL RD,PURCHASE,NY,10577,12/17/2003,,
NY MEDICAL COLLEGE/GRASSLANDS RESERVATION,3-5534-00055/00005,http://www.dec.ny.gov/dardata/boss/afs/permits/355340005500005.pdf,100 GRASSLANDS RD,VALHALLA,NY,10595,09/08/2006,,
PHELPS MEMORIAL HOSPITAL CENTER,3-5534-00059/00005,http://www.dec.ny.gov/dardata/boss/afs/permits/355340005900005.pdf,701 N BROADWAY,NORTH TARRYTOWN,NY,10591,05/24/2005,,
LANDMARK @ EASTVIEW,3-5534-00075/00017,http://www.dec.ny.gov/dardata/boss/afs/permits/355340007500017.pdf,777 OLD SAW MILL RIVER RD,TARRYTOWN,NY,10591,07/10/2012,,
WESTCHESTER CO HEALTH CARE - VALHALLA CAMPUS,3-5534-00157/02002,http://www.dec.ny.gov/dardata/boss/afs/permits/355340015702002.pdf,ST RTE 100C,VALHALLA,NY,10595,07/31/2013,07/30/2023,
BLYTHEDALE CHILDRENS HOSPITAL,3-5534-00286/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/355340028600001.pdf,95 BRADHURST AVE,VALHALLA,NY,10595,09/07/2005,,
SING SING CORRECTIONAL FACILITY,3-5542-00019/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/355420001900007.pdf,354 HUNTER ST,OSSINING,NY,10562,01/28/2002,,
SCARBOROUGH MANOR CENTRAL POWER PLANT,3-5542-00141/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/355420014100001.pdf,14-16 ROCKLEDGE AVE,SCARBOROUGH,NY,10510,08/31/2004,,
PORT CHESTER ASPHALT FACILITY,3-5548-00025/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/355480002500007.pdf,1 PURDY AVE,PORT CHESTER,NY,10573,05/26/2009,05/15/2019,
DORAL ARROWWOOD,3-5548-00299/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/355480029900002_r1_1.pdf,975 ANDERSON HILL RD,RYEBROOK,NY,10573,07/16/2013,06/23/2023,
PEPSI-COLA SOMERS OFFICE FACILITY,3-5552-00019/00013,http://www.dec.ny.gov/dardata/boss/afs/permits/355520001900013.pdf,1 PEPSI WAY,SOMERS,NY,10589,09/07/2005,,
NORTHERN WESTCHESTER HOSPITAL CENTER,3-5556-00056/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/355560005600001.pdf,400 E MAIN ST,MOUNT KISCO,NY,10549,05/05/2006,,
ALBANY MEDICAL CENTER,4-0101-00036/02002,http://www.dec.ny.gov/dardata/boss/afs/permits/401010003602002.pdf,43 NEW SCOTLAND AVE,ALBANY,NY,12208,12/15/2010,,
DAVIES OFFICE REFURBISHING LOUDONVILLE,4-0101-00077/00017,http://www.dec.ny.gov/dardata/boss/afs/permits/401010007700017.pdf,40 LOUDONVILLE RD,ALBANY,NY,12204,06/28/1999,,
NYS OGS CAMPUS POWER PLANT,4-0101-00121/00003,http://www.dec.ny.gov/dardata/boss/afs/permits/401010012100003.pdf,STATE CAMPUS RD - STATE OFFICE CAMPUS - BUILDING 17,ALBANY,NY,12226,06/01/2012,,
ST PETERS HOSPITAL,4-0101-00143/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/401010014300007.pdf,315 S MANNING BLVD,ALBANY,NY,12208,11/13/2006,,
SUNY AT ALBANY,4-0101-00153/00006,http://www.dec.ny.gov/dardata/boss/afs/permits/401010015300006.pdf,1400 WASHINGTON AVE,ALBANY,NY,12222,05/04/2009,05/03/2019,
U S VETERANS ADMINISTRATION HOSPITAL,4-0101-00164/00005,http://www.dec.ny.gov/dardata/boss/afs/permits/401010016400005.pdf,113 HOLLAND AVE,ALBANY,NY,12208,07/01/2011,06/30/2016,
MOHAWK PAPER MILLS,4-0103-00015/00015,http://www.dec.ny.gov/dardata/boss/afs/permits/401030001500015.pdf,465 SARATOGA ST,COHOES,NY,12047,01/13/2003,,
SHELTER ENTERPRISES INC,4-0103-00057/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/401030005700002.pdf,8 SARATOGA ST,COHOES,NY,12047,06/23/2011,,
U S ARMY WATERVLIET ARSENAL,4-0118-00001/02002,http://www.dec.ny.gov/dardata/boss/afs/permits/401180000102002.pdf,BROADWAY,WATERVLIET,NY,12189,12/01/2009,,
NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL,4-0122-00052/00009,http://www.dec.ny.gov/dardata/boss/afs/permits/401220005200009.pdf,552 RIVER RD,GLENMONT,NY,12077,06/08/2005,,
PORT OF COEYMANS,4-0124-00012/00013,http://www.dec.ny.gov/dardata/boss/afs/permits/401240001200013.pdf,2170 ST RTE 144,COEYMANS,NY,12045,11/05/2004,,
CALLANAN IND-STONE PROCESSING FAC,4-0124-00050/00018,http://www.dec.ny.gov/dardata/boss/afs/permits/401240005000018.pdf,US RTE 9W - E SIDE - BETW ROAD & LAFARGE,RAVENA,NY,12045,10/10/2001,,
CALLANAN INDUSTRIES LANSING LN,4-0126-00023/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/401260002300002.pdf,19 LANSING LANE,WATERVLIET,NY,12189,10/10/2001,,
CORDELL RD SAND PIT,4-0126-00071/00009,http://www.dec.ny.gov/dardata/boss/afs/permits/401260007100009.pdf,145 CORDELL RD,SCHENECTADY,NY,12303,10/02/2001,,
SAINT-GOBAIN ABRASIVES INC,4-0126-00160/00144,http://www.dec.ny.gov/dardata/boss/afs/permits/401260016000144.pdf,2600 TENTH AVE,WATERVLIET,NY,12189,05/19/2006,,
HANNAY REELS INC,4-0138-00001/00031,http://www.dec.ny.gov/dardata/boss/afs/permits/401380000100031_r1.pdf,553 ST RTE 143,WESTERLO,NY,12193,10/15/2013,10/14/2023,
SOUTH BETHLEHEM QUARRY,4-0199-00001/00038,http://www.dec.ny.gov/dardata/boss/afs/permits/401990000100038.pdf,CO RTE 101 - W SIDE - S OF ST RTE 396,SOUTH BETHLEHEM,NY,12161,03/01/2012,,
NYS HUDSON CORRECTIONAL FACILITY,4-1006-00019/02001,http://www.dec.ny.gov/dardata/boss/afs/permits/410060001902001_r1.pdf,POWER AVE & EAST COURT ST,HUDSON,NY,12534,03/09/2015,03/08/2025,
SCHWEITZER-MAUDUIT,4-1020-00007/00009,http://www.dec.ny.gov/dardata/boss/afs/permits/410200000700009_r1.pdf,2424 ST RTE 82,ANCRAM,NY,12502,08/16/2013,08/15/2023,
SONOCO-CRELLIN INC,4-1026-00201/00011,http://www.dec.ny.gov/dardata/boss/afs/permits/410260020100011.pdf,87 CENTER ST,CHATHAM,NY,12037,03/25/2010,,
WASTEQUIP / CONFAB,4-1048-00018/00005,http://www.dec.ny.gov/dardata/boss/afs/permits/410480001800005.pdf,1079 US RTE 20,NEW LEBANON,NY,12125,07/09/1999,,
SUNY COLLEGE OF TECHNOLOGY AT DELHI,4-1228-00020/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/412280002000007.pdf,2 MAIN ST,DELHI,NY,13753,02/17/2006,,
DEPOSIT WOOD PELLET LLC,4-1230-00019/00058,http://www.dec.ny.gov/dardata/boss/afs/permits/412300001900058_r1_1.pdf,1580 AIRPORT RD,DEPOSIT,NY,13754,02/23/2015,02/22/2025,
HANCOCK QUARRY,4-1236-00015/00009,http://www.dec.ny.gov/dardata/boss/afs/permits/412360001500009.pdf,1565 GREEN FLATS RD,HANCOCK,NY,13783,06/16/2009,,
HANCOCK COMPRESSOR STATION,4-1236-00708/00001,http://www.dec.ny.gov/dardata/boss/afs/permits/412360070800001.pdf,1579 HUNGRY HILL RD,HANCOCK,NY,13783,03/18/2013,03/17/2023,
NORTHEAST FABRICATORS INC,4-1256-00011/02001,http://www.dec.ny.gov/dardata/boss/afs/permits/412560001102001.pdf,30-35 WILLIAMS ST,WALTON,NY,13856,09/19/2007,,
"KRAFT FOODS GROUP, INC",4-1256-00013/00012,http://www.dec.ny.gov/dardata/boss/afs/permits/412560001300012_r1.pdf,261 DELAWARE ST,WALTON,NY,13856,10/14/2014,10/13/2024,
ATHENS COMPRESSOR STATION,4-1922-00049/00004,http://www.dec.ny.gov/dardata/boss/afs/permits/419220004900004.pdf,915 SCHOHARIE TPKE (CO RTE 28),ATHENS,NY,12015,11/01/2002,,
SOUTH CAIRO COMBUSTION TURBINE,4-1924-00093/02001,http://www.dec.ny.gov/dardata/boss/afs/permits/419240009302001.pdf,2600 ST HWY 32/ST RTE 32 - S OF CO RTE 23B,CAIRO,NY,12413,09/19/2003,,
SOIL RECOVERY CORPORATION,4-1926-00226/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/419260022600002.pdf,FYKE ROAD QUARRY,CATSKILL,NY,12414,07/16/2003,,
HIGH HILL QUARRY,4-1928-00019/00009,http://www.dec.ny.gov/dardata/boss/afs/permits/419280001900009.pdf,HIGH HILL RD - NE OF MOUNTAIN RD,EARLTON,NY,12051,01/15/2010,,
GREENE CORRECTIONAL FACILITY,4-1928-00040/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/419280004000007.pdf,COUNTY RTE 9,COXSACKIE,NY,12051,05/04/1999,,
COXSACKIE COMBUSTION TURBINE,4-1928-00055/02001,http://www.dec.ny.gov/dardata/boss/afs/permits/419280005502001.pdf,BAILEY ST,COXSACKIE,NY,,09/19/2003,,
STIEFEL LABORATORIES INC,4-1930-00008/00006,http://www.dec.ny.gov/dardata/boss/afs/permits/419300000800006.pdf,3169 ST RTE 145,EAST DURHAM,NY,12423,05/11/2007,05/10/2017,
NOTEWORTHY CO,4-2701-00019/00017,http://www.dec.ny.gov/dardata/boss/afs/permits/427010001900017.pdf,336 FOREST AVE,AMSTERDAM,NY,12010,01/30/2004,,
BRETON INDUSTRIES-DANDREANO DR PLT,4-2701-00070/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/427010007000002.pdf,7 DANDREANO DR,AMSTERDAM,NY,12010,12/16/2005,,
POWER AND COMPOSITE TECHNOLOGIES LLC,4-2720-00086/00007,http://www.dec.ny.gov/dardata/boss/afs/permits/427200008600007.pdf,200 WALLINS CORNERS RD,AMSTERDAM,NY,12010,12/10/2004,,
FLORIDA NORTH INC,4-2724-00018/00002,http://www.dec.ny.gov/dardata/boss/afs/permits/427240001800002.pdf,125 CHARLESTON PARK LN - BLDG 105,CHARLESTON,NY,12066,04/05/2004,,
CRANESVILLE QUARRY,4-2726-00002/00022,http://www.dec.ny.gov/dardata/boss/afs/permits/427260000200022.pdf,725 ST RTE 5S,AMSTERDAM,NY,12010,07/26/2000,,
CRANESVILLE QUARRY,4-2726-00002/00025,http://www.dec.ny.gov/dardata/boss/afs/permits/427260000200025_r1.pdf,725 ST RTE 5S,AMSTERDAM,NY,12010,08/28/2013,08/27/2023,
